date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:30:19	162/162	U-----	200	untouched ('OK')	text/plain	date:Sat,%2011%20Nov%202023%2010:19:41%20GMT	https://shunyiguojilicaiyouxiangongsi4.webnode.tw/robots.txt		(from )
18:30:19	73162/73162	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:30:19%20GMT	https://shunyiguojilicaiyouxiangongsi4.webnode.tw/	C:/My%20Websites/webnode/index-2.html	(from )
18:30:20	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Nov%202023%2010:30:20%20GMT	https://fonts.gstatic.com/	C:/My%20Websites/webnode/index-4.html	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:30:20	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2011%20Nov%202023%2010:30:20%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Websites/webnode/gtm.f5445.delayed	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:30:20	244922/244922	U--MC-	200	updated ('OK')	application/xml	date:Sat,%2011%20Nov%202023%2006:28:04%20GMT	https://d1di2lzuh97fh2.cloudfront.net/	C:/My%20Websites/webnode/index-3.html	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:30:20	413/413	U-----	200	untouched ('OK')	image/svg+xml	etag:%2288fe2edfb9e2634e0187b719b85383cc%22	https://d1di2lzuh97fh2.cloudfront.net/files/2d/2di/2div3h.svg?ph=caff1a51e2	C:/My%20Websites/webnode/files/2d/2di/2div3he07a.svg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:30:20	316/316	U-----	200	untouched ('OK')	image/svg+xml	etag:%220bec9a092ea54c5feceaf57b0e7d89a3%22	https://d1di2lzuh97fh2.cloudfront.net/files/07/07f/07fzq8.svg?ph=caff1a51e2	C:/My%20Websites/webnode/files/07/07f/07fzq8e07a.svg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:30:20	8557/8557	U-----	200	untouched ('OK')	text/css	etag:W/%22078ac8551d2521014fd200de9a002d38%22	https://d1di2lzuh97fh2.cloudfront.net/files/04/04p/04pi85.css?ph=caff1a51e2	C:/My%20Websites/webnode/files/04/04p/04pi85e07a.css	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:30:21	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2011%20Nov%202023%2010:30:21%20GMT	https://page.line.me/484faxjh	C:/My%20Websites/webnode/484faxjh.13.delayed	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:30:23	281/281	---MC-	404	error ('Not%20Found')	application/xml	date:Sat,%2011%20Nov%202023%2010:30:22%20GMT	https://d1di2lzuh97fh2.cloudfront.net/robots.txt		(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
